ISBN,title,author,year,total_ratings,average_rating
0440209633,One Wore Blue,Heather Graham,1991,5,8.0
0671786040,Black Dog,Stephen Booth,2001,5,8.0
0061098035,Burn Factor,Kyle Mills,2002,5,8.0
0140367152,Journey to the Centre of the Earth (Puffin Classics),Jules Verne,1994,5,8.0
0671891081,The Blessing,Jude Deveraux,1998,5,8.0
1565122992,The Hatbox Baby,Carrie Brown,2000,5,8.0
0312269587,"Plane Insanity: A Flight Attendant's Tales of Sex, Rage, and Queasiness at 30,000 Feet",Elliott Hester,2002,5,8.0
1551668068,Fox River,Emilie Richards,2001,5,8.0
0743430344,Big Cherry Holler,Adriana Trigiana,2002,5,8.0
0425157466,McNally's Puzzle (Archy McNally Novels (Paperback)),Lawrence Sanders,1997,5,8.0
0140065504,Water Music (The Penguin Contemporary American Fiction Series),T. Coraghessan Boyle,1983,5,8.0
0553581279,The Silver Metal Lover,Tanith Lee,1999,5,8.0
074341022X,Dark Hollow,John Connolly,2002,5,8.0
0345356578,A Man Rides Through (Man Rides Through),Stephen Donaldson,1990,5,8.0
1400034639,War Is a Force That Gives Us Meaning,Chris Hedges,2003,5,8.0
067103992X,Wicked Forest (Debeers),V.C. Andrews,2002,5,8.0
0330488570,Comic Relief: Bridget Jones's Guide to Life,Helen Fielding,2001,5,8.0
0452262933,1984,George Orwell,1983,5,8.0
2070367894,La Mort est mon mÃ?Â©tier,Robert Merle,1976,5,8.0
0679428879,Enigma,Robert Harris,1995,5,8.0
1565049004,Midnight Blue: The Sonja Blue Collection,Nancy A. Collins,1995,5,8.0
157856512X,Thorn in My Heart,LIZ CURTIS HIGGS,2003,5,8.0
033035566X,"Strange Places, Questionable People: Updated with a New Chapter on Kosovo",John Simpson,1999,5,8.0
038000741X,Monkey Wrench Gang,Edward Abbey,1976,5,8.0
0671795880,Best Destiny (Star Trek),Diane Carey,1993,5,8.0
0609800140,Anatomy of the Spirit: The Seven Stages of Power and Healing,Caroline Myss,1997,5,8.0
0778320448,The Shop On Blossom Street,Debbie Macomber,2004,5,8.0
0375410287,Driving Over Lemons: An Optimist in Andalucia,Chris Stewart,2000,5,8.0
0345445724,Entering Normal,Anne D. Leclaire,2001,5,8.0
0525244581,The Tao of Pooh,Benjamin Hoff,1982,5,8.0
0140274286,Brighton Rock (Essential.penguin S.),Graham Greene,1998,5,8.0
0849911788,The Oath: A Novel,Frank Peretti,1995,5,8.0
0140042229,Dubliners,James Joyce,1976,5,8.0
0440503531,The Ultimate Dracula: New Stories by Some of the World's Leading Authors,Byron Preiss,1991,5,8.0
0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,201,7.98
0446611212,Violets Are Blue,James Patterson,2002,48,7.98
0385479565,The Hot Zone,Richard Preston,1995,48,7.98
0345369947,The Mummy or Ramses the Damned,Anne Rice,1991,46,7.98
1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,129,7.97
0399501487,Lord of the Flies,William Gerald Golding,1959,88,7.97
068484477X,STONES FROM THE RIVER,Ursula Hegi,1997,69,7.97
0553574574,Beach Music,Pat Conroy,1996,38,7.97
080411935X,Standing in the Rainbow,FANNIE FLAGG,2003,35,7.97
0425143325,Without Remorse,Tom Clancy,2004,35,7.97
0446519138,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,1995,33,7.97
0375504397,Black House,Stephen King,2001,31,7.97
0449221490,L Is for Lawless,Sue Grafton,1996,30,7.97
0440213525,The Client,John Grisham,1994,107,7.96
0446604801,Jack &amp; Jill (Alex Cross Novels),James Patterson,1997,47,7.96
0385336179,Shopaholic Ties the Knot,Sophie Kinsella,2003,45,7.96
0446613266,Four Blind Mice,James Patterson,2003,28,7.96
0451142934,Skeleton Crew,Stephen King,1986,28,7.96
0446364800,The General's Daughter,Nelson DeMille,1993,27,7.96
0679772677,A Civil Action,JONATHAN HARR,1996,26,7.96
0451167805,Firestarter,Stephen King,2003,25,7.96
0671028375,Fatal Voyage,Kathy Reichs,2002,24,7.96
0060517794,Little Altars Everywhere,Rebecca Wells,2003,24,7.96
0446607193,Unspeakable,Sandra Brown,1999,24,7.96
0345416260,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996,24,7.96
0440213290,The Copper Beech,Maeve Binchy,1993,23,7.96
0345347536,A Spell for Chameleon (Xanth Novels (Paperback)),Piers Anthony,1987,23,7.96
0373484003,Irish Hearts,Nora Roberts,2000,23,7.96
0380789035,American Gods,Neil Gaiman,2002,111,7.95
0679429220,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,1994,77,7.95
0446612545,The Beach House,James Patterson,2003,76,7.95
0380710218,Postmortem,Patricia Daniels Cornwell,1993,38,7.95
0449005909,Nightshade,John Saul,2001,22,7.95
0440236738,Gone for Good,HARLAN COBEN,2003,22,7.95
0553213695,The Metamorphosis (Bantam Classics),FRANZ KAFKA,1972,22,7.95
325722575X,Der Hahn ist tot. Roman.,Ingrid Noll,1993,20,7.95
0446600660,Strip Tease,Carl Hiaasen,1994,20,7.95
0441102670,"Chapterhouse Dune (Dune Chronicles, Book 6)",Frank Herbert,1996,20,7.95
0842329277,"Assassins: Assignment: Jerusalem, Target: Antichrist (Left Behind No. 6)",Tim Lahaye,2000,20,7.95
0679751602,Mama Makes Up Her Mind: And Other Dangers of Southern Living,Bailey White,1994,19,7.95
0671695126,Secrets of the Morning (Cutler),V.C. Andrews,1991,19,7.95
0671024094,The Coffin Dancer (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,1999,19,7.95
0060930187,The Bell Jar : A Novel (Perennial Classics),Sylvia Plath,2000,36,7.94
044022103X,One True Thing,Anna Quindlen,1995,34,7.94
0515121843,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,2001,32,7.94
0743262174,"Cry, the Beloved Country (Oprah's Book Club)",Alan Paton,2003,18,7.94
0345335511,"Pawn of Prophecy (The Belgariad, Book 1)",David Eddings,1990,18,7.94
8408043641,La Sombra Del Viento/The Shadow Of The Wind,Carlos Ruiz Zafon,2003,18,7.94
0395977894,Fast Food Nation,Eric Schlosser,2001,18,7.94
0345384377,Sole Survivor,DEAN KOONTZ,1997,17,7.94
0449203794,Space,James A. Michener,1988,17,7.94
0440405483,Many Waters,Madeleine L'Engle,1987,17,7.94
0452281881,e,Matt Beaumont,2000,17,7.94
0380973545,Letters from a Nut,Ted L. Nancy,1999,17,7.94
0060391448,Wicked : The Life and Times of the Wicked Witch of the West,Gregory Maguire,1995,17,7.94
0446603589,Absolute Power,David Baldacci,1996,17,7.94
0140067779,Obasan,Joy Kogawa,1983,17,7.94
0553571656,The Beekeeper's Apprentice,LAURIE R. KING,1996,17,7.94
0451170113,Night Shift,Stephen King,1994,16,7.94
0553377884,Skinny Legs and All,Tom Robbins,1995,16,7.94
0345416880,Enchantment,Orson Scott Card,2000,16,7.94
0446353957,Mirror Image,Sandra Brown,1990,16,7.94
0345435028,What We Keep,Elizabeth Berg,2002,16,7.94
0553583441,Touching Evil,Kay Hooper,2001,16,7.94
0929634063,50 Simple Things You Can Do to Save the Earth,Earthworks Group,1989,16,7.94
0312171838,Bachelor Brothers' Bed &amp; Breakfast,Bill Richardson,1997,16,7.94
0804111898,Uh-Oh: Some Observations from Both Sides of the Refrigerator Door,Robert Fulghum,1993,16,7.94
0671510053,SHIPPING NEWS,Annie Proulx,1994,83,7.93
0440225701,The Street Lawyer,JOHN GRISHAM,1999,76,7.93
0451177096,Dolores Claiborne,Stephen King,2004,46,7.93
1558744150,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996,45,7.93
038082101X,Daughter of Fortune: A Novel,Isabel Allende,2001,30,7.93
0345409671,"Memnoch the Devil (Vampire Chronicles, No 5)",Anne Rice,1997,29,7.93
1558531025,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991,29,7.93
0345397819,Lasher: Lives of the Mayfair Witches (Lives of the Mayfair Witches),Anne Rice,1995,29,7.93
0553580302,"House Harkonnen (Dune: House Trilogy, Book 2)",Brian Herbert,2001,15,7.93
0385319207,One True Thing,Anna Quindlen,1997,15,7.93
0380818973,Asking for Trouble: A Novel,Elizabeth Young,2001,15,7.93
0886777631,"City of Golden Shadow (Otherland, Volume 1)",Tad Williams,1998,15,7.93
0671528904,Mindhunter : Inside the FBI's Elite Serial Crime Unit,John E. Douglas,1996,15,7.93
0553234811,"Valley of the Horses (Auel, Jean M. , Earth's Children.)",Jean M. Auel,1983,15,7.93
0345409469,The Demon-Haunted World: Science As a Candle in the Dark,Carl Sagan,1997,15,7.93
0553212621,Lady Chatterley's Lover: Complete and Unexpurgated 1928 Orioli Edition,D. H. Lawrence,1983,15,7.93
042518109X,Whispers,Dean R. Koontz,2001,15,7.93
0874869870,She Said Yes: The Unlikely Martyrdom of Cassie Bernall,Misty Bernall,1999,14,7.93
0316734837,Fortune's Rocks : A Novel,Anita Shreve,2002,14,7.93
0064400050,By the Shores of Silver Lake (Little House),Laura Ingalls Wilder,1953,14,7.93
0553569058,The Robber Bride,Margaret Atwood,1995,14,7.93
0684835959,YOU BELONG TO ME,Mary Higgins Clark,1998,14,7.93
0451196716,The Long Walk,Stephen King,1999,14,7.93
0448095017,"The Secret of the Old Clock (Nancy Drew Mystery Stories, No 1)",Carolyn Keene,1930,14,7.93
1551665301,Book Club,Mary Alice Monroe,1999,14,7.93
0380753014,Warrior's Woman,Johanna Lindsey,1999,14,7.93
3442442354,Der Strand,Alex Garland,2000,14,7.93
0316153915,Chasing the Dime,Michael Connelly,2002,14,7.93
0140132708,Midnight's Children,Salman Rushdie,1995,14,7.93
0061031070,Moving Target,Elizabeth Lowell,2002,14,7.93
0515132020,Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,2003,53,7.92
0375703861,White Teeth: A Novel,Zadie Smith,2001,39,7.92
0375502238,Blessings,ANNA QUINDLEN,2002,37,7.92
0671023616,Postmortem (Kay Scarpetta Mysteries (Paperback)),Patricia Cornwell,1998,26,7.92
0446603716,Hide &amp; Seek,James Patterson,1996,26,7.92
0515127833,River's End,Nora Roberts,2003,25,7.92
055356160X,Cry Wolf,TAMI HOAG,1993,24,7.92
0060652934,The Screwtape Letters,C. S. Lewis,2001,13,7.92
0743448642,Whispers and Lies,Joy Fielding,2003,13,7.92
0345379330,"Mostly Harmless (Hitchhiker's Trilogy, No 5)",Douglas Adams,1993,13,7.92
067082982X,The Dark Half,Stephen King,1992,13,7.92
014062063X,Dracula (Penguin Popular Classics),Bram Stoker,1994,13,7.92
048627263X,Flatland: A Romance of Many Dimensions (Dover Thrift Editions),Edwin A. Abbott,1992,13,7.92
1580628362,Please Stop Laughing at Me: One Woman's Inspirational Story,Jodee Blanco,2003,13,7.92
0515120898,The Pull of the Moon,Elizabeth Berg,1997,13,7.92
0312961324,The Shell Seekers (Shell Seekers),Rosamunde Pilcher,1997,13,7.92
044041833X,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,2001,13,7.92
0679419454,Disclosure,Michael Crichton,1994,13,7.92
0451203593,24 Hours,Greg Iles,2001,13,7.92
0553566040,Missing Joseph,Elizabeth George,1994,13,7.92
055329170X,Time Bomb (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1991,13,7.92
0140620125,Wuthering Heights (Penguin Popular Classics),Emily Bronte,1994,13,7.92
0440539811,"The Illuminatus Trilogy: The Eye in the Pyramid, the Golden Apple &amp; Leviathan",Robert Shea,1984,12,7.92
0345342569,Shoeless Joe,W. P. Kinsella,1989,12,7.92
0804106436,Oldest Living Confederate Widow Tells All,Allan Gurganus,1990,12,7.92
0671032992,Heartbreaker,Julie Garwood,2000,12,7.92
0812510992,The Girl Who Heard Dragons,Anne McCaffrey,1995,12,7.92
0440514428,Cold Sassy Tree,Olive Ann Burns,1986,12,7.92
0061092886,The Fallen Man (Joe Leaphorn Novels),Tony Hillerman,1997,12,7.92
0553572377,"Murder, She Meowed (Mrs. Murphy Mysteries (Paperback))",RITA MAE BROWN,1997,12,7.92
0380722704,Charms for Easy Life,Kaye Gibbons,1994,12,7.92
037570910X,The Feast of Love (Vintage Contemporaries (Paperback)),Charles Baxter,2001,12,7.92
0140430113,Jane Eyre (Penguin Classics),Charlotte Bronte,1988,12,7.92
0385315279,The Fiery Cross,Diana Gabaldon,2001,12,7.92
0590634275,Captain Underpants and the Attack of the Talking Toilets: Another Epic Novel (Captain Underpants (Paper)),Dav Pilkey,1999,12,7.92
0440224764,The Partner,John Grisham,1998,86,7.91
0671004107,Contact,Carl Sagan,1997,44,7.91
0449907481,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992,43,7.91
0330375253,Bridget Jones's Diary,Helen Fielding,2001,35,7.91
0451170385,Four Past Midnight,Stephen King,2001,33,7.91
0805059555,"\O\"" Is for Outlaw""",Sue Grafton,1999,23,7.91
044661162X,Chasing the Dime,Michael Connelly,2003,22,7.91
0875421849,Living Wicca: A Further Guide for the Solitary Practitioner (Llewellyn's Practical Magick),Scott Cunningham,1993,11,7.91
0380778726,"Ruby Slippers, Golden Tears",Ellen Datlow,1996,11,7.91
0449223833,The Deep Blue Good-By,John D. MacDonald,1995,11,7.91
0375706062,Lying Awake,Mark Salzman,2001,11,7.91
0140621164,Selected Tales (Penguin Popular Classics),Edgar Allan Poe,1994,11,7.91
0425125467,Harmful Intent,Robin Cook,2001,11,7.91
0425171493,Framed in Lace (Needlecraft Mysteries),Monica Ferris,1999,11,7.91
0765346524,Wizard's First Rule (Sword Of Truth),Terry Goodkind,2003,11,7.91
0553580388,The Patient,Michael Palmer,2001,11,7.91
0380715929,Mother Earth Father Sky,Sue Harrison,1991,11,7.91
0446672351,Reservation Blues,Sherman Alexie,1996,11,7.91
0385335482,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,114,7.9
0440221471,The Runaway Jury,JOHN GRISHAM,1997,105,7.9
0066214122,Prey: A Novel,Michael Crichton,2002,62,7.9
0553579754,Fear Nothing,DEAN KOONTZ,1998,42,7.9
1573229571,About a Boy (Movie Tie-In),Nick Hornby,2002,39,7.9
0812570944,What Dreams May Come : A Novel,Richard Matheson,1998,29,7.9
0345423402,A Kiss of Shadows (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON,2002,29,7.9
051511779X,Born in Shame,Nora Roberts,1996,21,7.9
0449911004,Patty Jane's House of Curl (Ballantine Reader's Circle),LORNA LANDVIK,1996,20,7.9
0425174271,Certain Prey,John Sandford,2000,20,7.9
8495618605,El Codigo Da Vinci / The Da Vinci Code,Dan Brown,2003,20,7.9
0449213447,The Chosen,Chaim Potok,1995,20,7.9
0316781010,Fortune's Rocks: A Novel,Anita Shreve,1999,20,7.9
0345441265,The Ladies Auxiliary (Ballantine Reader's Circle),Tova Mirvis,2000,20,7.9
0553560247,Dying for Chocolate (Culinary Mysteries (Paperback)),DIANE MOTT DAVIDSON,1993,20,7.9
0671739441,MINE : MINE,Robert McCammon,1991,10,7.9
0449213730,The Ritual Bath (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1991,10,7.9
0553262645,Nathaniel,John Saul,1984,10,7.9
0451184726,She Walks These Hills,Sharyn McCrumb,1995,10,7.9
0451207947,Only by Your Touch (Signet Books),Catherine Anderson,2003,10,7.9
0380729407,Something Wicked This Way Comes,Ray Bradbury,1998,10,7.9
0007154615,Unless : A Novel,Carol Shields,2003,10,7.9
1551669153,Split Second (Maggie O'Dell Novels (Paperback)),Alex Kava,2001,10,7.9
0916441822,"My Utmost for His Highest, Promotional Edition",Oswald Chambers,1987,10,7.9
044023672X,Answered Prayers,DANIELLE STEEL,2003,10,7.9
0425092178,Strangers,Dean R. Koontz,1986,10,7.9
074320607X,"Nighttime Is My Time (Clark, Mary Higgins)",Mary Higgins Clark,2004,10,7.9
0140167153,Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence,Joe Dominguez,1993,10,7.9
0671042564,Blackbird : A Childhood Lost and Found,Jennifer Lauck,2001,10,7.9
0380789884,Pearl Cove (Donovan),Elizabeth Lowell,2000,10,7.9
0345440781,The Redemption of Althalus,David Eddings,2001,10,7.9
0425195449,Naked Prey (Prey),John Sandford,2004,10,7.9
0380762560,Surrender My Love,Johanna Lindsey,1994,10,7.9
0061073628,A Night Without Armor : Poems,Jewel,1999,10,7.9
0786889616,Parallel Lies,Ridley Pearson,2002,10,7.9
158234082X,Kitchen Confidential : Adventures in the Culinary Underbelly,Anthony Bourdain,2000,10,7.9
0066212855,"Krakatoa : The Day the World Exploded: August 27, 1883",Simon Winchester,2003,10,7.9
0425081818,The Talisman,Stephen King,1985,10,7.9
067976402X,Snow Falling on Cedars,David Guterson,1995,138,7.89
0446608955,A Walk to Remember,Nicholas Sparks,2000,83,7.89
0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998,82,7.89
038542017X,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,45,7.89
0316777722,Me Talk Pretty One Day,David Sedaris,2000,35,7.89
0425168298,Secret Prey,John Sandford,2003,19,7.89
0061000043,A Thief of Time (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1990,19,7.89
0749309423,The Silence of the Lambs,Thomas Harris,1991,19,7.89
0425147517,The Key to Midnight,Dean R. Koontz,1995,19,7.89
0399141146,The Hundred Secret Senses,Amy Tan,1995,19,7.89
0446611611,City of Bones,Michael Connelly,2003,18,7.89
0743406176,If Only It Were True,Marc Levy,2000,18,7.89
0316154059,City of Bones,Michael Connelly,2002,18,7.89
0316769495,Franny and Zooey,J.D. Salinger,1991,18,7.89
0312978367,The Prometheus Deception,Robert Ludlum,2001,18,7.89
0812511751,The Elvenbane (Halfblood Chronicles),Andre Norton,1993,9,7.89
0967231434,Small leather journal with strap-myra series,Anatolian Treasures,1999,9,7.89
067100767X,Rain,V.C. Andrews,2000,9,7.89
1558531564,"Live and Learn and Pass It on: People Ages 5 to 95 Share What They'Ve Discovered About Life, Love, and Other Good Stuff (Live &amp; Learn &amp; Pass It on)",H. Jackson Brown,1992,9,7.89
0886777399,Blood Debt (Daw Book Collectors),Tanya Huff,1997,9,7.89
0393046974,House of Sand and Fog,Andre Dubus III,1999,9,7.89
0060196122,Veronika Decides to Die,Paulo Coelho,2000,9,7.89
0380775123,Tiger Burning Bright,Marion Zimmer Bradley,1996,9,7.89
0156787334,A Room of One's Own,Virginia Woolf,1989,9,7.89
0440484332,Superfudge (Yearling Books (Paperback)),Judy Blume,1981,9,7.89
0553285947,Surrender,Amanda Quick,1990,9,7.89
0613325419,Fantastic Beasts and Where to Find Them,J. K. Rowling,2001,9,7.89
0451171810,The Dark Half,Stephen King,1994,9,7.89
0449006565,The Whitechapel Conspiracy,Anne Perry,2002,9,7.89
0393320979,Beowulf: A New Verse Translation,Seamus Heaney,2001,9,7.89
0446365505,Pleading Guilty,Scott Turow,1994,9,7.89
0380708213,The Forever War,Joe Haldeman,1991,9,7.89
0446605336,My Sergei : A Love Story,E. M. Swift,1997,9,7.89
2070416801,Balzac Et LA Petite Tailleuse Chino,Daj Sijie,2002,9,7.89
3499222507,Wie ich eines schÃ?Â¶nen Morgens im April das 100%ige MÃ?Â¤dchen sah.,Haruki Murakami,1998,9,7.89
0425179559,Hugger Mugger,Robert B. Parker,2001,9,7.89
0688167888,Miss Julia Speaks Her Mind: A Novel,Ann B. Ross,1999,9,7.89
1573221856,High Maintenance,Jennifer Belle,2001,9,7.89
0618173870,Everything Is Illuminated: A Novel,Jonathan Safran Foer,2002,9,7.89
0345457641,A Thousand Days in Venice: An Unexpected Romance (Ballantine Reader's Circle),Marlena De Blasi,2003,9,7.89
0451201744,The Walking,Bentley Little,2000,9,7.89
0440208459,Burn Marks (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1991,9,7.89
0679741666,A Lesson Before Dying (Vintage Contemporaries),Ernest J. Gaines,1994,9,7.89
0060922249,Care of the Soul : A Guide for Cultivating Depth and Sacredness in Everyday Life,Thomas Moore,1994,9,7.89
0743237188,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,73,7.88
0312243022,The Hours : A Novel,Michael Cunningham,2000,40,7.88
0553260111,The Bourne Identity,Robert Ludlum,1984,40,7.88
0425181103,Phantoms,Dean R. Koontz,2002,26,7.88
0451206525,Dead Sleep,Greg Iles,2002,26,7.88
0441783589,Starship Troopers,Robert A. Heinlein,1987,25,7.88
3257228007,Das Parfum: Die Geschichte Eines Morders,Patrick Suskind,1994,25,7.88
0670030643,The Eyre Affair (Alex Awards (Awards)),Jasper Fforde,2002,25,7.88
0553582143,Body of Lies,IRIS JOHANSEN,2003,24,7.88
051511992X,That Camden Summer,Lavyrle Spencer,1997,24,7.88
0425130215,Hocus Pocus,Kurt Vonnegut,1991,17,7.88
0553579983,And Then You Die,Iris Johansen,1998,17,7.88
055327886X,Rubyfruit Jungle,Rita Mae Brown,1983,17,7.88
0380820447,"For Better, for Worse: A Novel",Carole Matthews,2002,17,7.88
0345335082,Dragonquest (Dragonquest),Anne McCaffrey,1990,17,7.88
0452284937,Girl With a Pearl Earring,Tracy Chevalier,2003,16,7.88
1400030927,Jennifer Government,MAX BARRY,2004,16,7.88
0140257934,"These High, Green Hills (The Mitford Years)",Jan Karon,1997,16,7.88
0449206475,The Witches of Eastwick,John Updike,1995,16,7.88
038531258X,Cold Sassy Tree,Olive Ann Burns,1986,16,7.88
0525946233,The Darwin Awards II: Unnatural Selection,Wendy Northcutt,2001,16,7.88
0316678104,Fortune's Rocks : A Novel,Anita Shreve,2001,16,7.88
0099282194,Human Stain,Philip Roth,2001,8,7.88
0399148019,The Absence of Nectar,Kathy Hepinstall,2001,8,7.88
0802713432,"Galileo's Daughter: A Historical Memoir of Science, Faith, and Love",Dava Sobel,1999,8,7.88
1400041414,The Murder Room,P.D. JAMES,2003,8,7.88
0345333756,Staggerford (Mysteries &amp; Horror),Jon Hassler,1990,8,7.88
